Acad Group,Subject,Catalog,Course ID,Course Title,Course Description,Component,Equivalent Courses,Requirement Group Description,Typically Offer,Credits,Add Consent,Drop Consent,,,,,,,,,
SCB,ACCT,445,112065,Accounting Information Systems,"This course combines information systems concepts and accounting issues.  In this course, we discuss the conceptual foundations of information systems, their applications, the control and auditing of accounting information systems, and the system development process. Topics include the business process, e-business, relational database, database design, computer fraud and security, accounting cycle, system analysis and AIS development strategies. Students analyze accounting information systems topics through problem solving, group project, presentations, exams, and case studies.",LEC,,Prerequisites: ACCT-110 or NACC-205 or equivalent course.,FALL-SPRNG,3,,,,,,,,,,,
SCB,ACCT,450,114971,Accounting for Government and Not-for-profit Organizations,"This course provides a detailed examination and discussion of the accounting principles used by governmental and not-for-profit entities. The course focuses on the use of special funds for such entities as state and local governments, colleges and universities, hospitals and other health care entities, voluntary health and welfare organization, and other organizations. Students will learn what characterizes an entity as one for which the GASB is the authoritative standard-setting body versus one for which the FASB is the authoritative standard-setting body and develop an understanding of why two unique sets of accounting principles were developed to serve these entities.",LEC,,Prerequisites: ACCT-365 or equivalent course.,SPRING,3,,,,,,,,,,,
SCB,ACCT,460,114972,Forensic Accounting and Fraud Examination,"This course provides an introduction to the principles and methodologies of fraud detection and prevention. Topics may include the nature and types of fraud, fraud investigation and detection, financial statement fraud, consumer fraud, asset misappropriation, corruption, and tax evasion.",LEC,,Prerequisites: ACCT-210 or NACC-206 or equivalent course.,SPRING,3,,,,,,,,,,,
SCB,ACCT,488,201172,Accounting Co-op Summer,One summer semester of paid work experience in Accounting.,COP,,This class is restricted to undergraduate students with at least 3rd year standing.,SUMMER,0,Department Consent Required,Department Consent Required,,,,,,,,,
SCB,ACCT,489,112865,Seminar in Accounting,"Study of accounting topics reflecting contemporary issues and/or current technological advancements impacting the development, implementation and management of accounting, taxation, and auditing systems in organizations.  Seminar topics have ranged from ethics to computerized accounting systems.  Topics for a specific semester will be agreed to prior to the course offering.",LEC,,Prerequisites: ACCT-210 or NACC-206 or equivalent course.,FALL-SPRNG,3,,,,,,,,,,,
SCB,ACCT,490,100044,Auditing,"A study of the legal, ethical, and technical environment in which the auditor works.  Current auditing theory, standards, procedures, and techniques are studied.  The audit process is studied to ascertain how it leads to the development of an audit opinion. The Sarbanes-Oxley Act and internal control issues are examined.  Students are also introduced to accountants' professional responsibility.",LEC,,Prerequisites: ACCT-360 or 0101-408 or equivalent course.,FA-SU,3,,,,,,,,,,,
SCB,ACCT,499,100023,Accounting Co-op,One semester of paid work experience in Accounting.,COP,,This class is restricted to undergraduate students with at least 3rd year standing.,FA-SP-SU,0,Department Consent Required,Department Consent Required,,,,,,,,,
SCB,ACCT,500,113147,Cost Management in Technical Organizations,"A first course in accounting for students in technical disciplines. Topics include the distinction between external and internal accounting, cost behavior, product costing, profitability analysis, performance evaluation, capital budgeting, and transfer pricing.  Emphasis is on issues encountered in technology-intensive manufacturing organizations.  This course is not available for Saunders College of Business students.",LEC,,This class is restricted to undergraduate students with at least 3rd year standing.,SPRING,3,,,,,,,,,,,
SCB,ACCT,510,114975,Internal Auditing,"Course explores the role of the internal audit function in the management of companies. Topics include internal vs. external auditing, internal control issues, reliability and integrity of information; compliance with policies, procedures, laws and regulations; efficiency of operations. Ethical considerations affecting the internal audit function are introduced.",LEC,,Prerequisites: ACCT-210 or NACC-206 or equivalent course.,FALL,3,,,,,,,,,,,
SCB,ACCT,540,100024,Advanced Accounting,"Investigates the application of generally accepted accounting principles to partnerships and corporations with investments in subsidiaries. Issues involving consolidated financial statements, international accounting, and accounting for not-for-profit and governmental entities are considered.",LEC,,Prerequisites: ACCT-365 or equivalent course and 4th year standing.,FALL,3,,,,,,,,,,,
SCB,ACCT,599,107576,Independent Study Accounting,The student will work independently under the supervision of a faculty advisor.,IND,,,FA-SP-SU,3,Department Consent Required,,,,,,,,,,
SCB,ACCT,603,109941,Accounting for Decision Makers,A graduate-level introduction to the use of accounting information by decision makers.  The focus of the course is on two subject areas: (1) financial reporting concepts/issues and the use of general-purpose financial statements by internal and external decision makers and (2) the development and use of special-purpose financial information intended to assist managers in planning and controlling an organization's activities.  Generally accepted accounting principles and issues related to International Financial Reporting Standards are considered while studying the first subject area and ethical issues impacting accounting are considered throughout.,LEC,,This class is restricted to degree-seeking graduate students or those with permission from instructor.,FA-SP-SU,3,,,,,,,,,,,
SCB,ACCT,605,201082,Accounting Profession,"This course consists of a series of workshops designed to introduce accounting and other interested graduate business students to the skills needed to be successful in job and co-op searches and the transition into professional life and careers.  Students will establish their career goals, create material (e.g., resume, cover letter), and acquire skills needed to achieve these goals.  Students will be expected to interact with business professionals, and study materials related to current and emerging trends in accounting and business.  Active class participation is required.",LEC,,GRAD-SCB,FALL,1,,,,,,,,,,,
SCB,ACCT,645,110330,Accounting Information Systems,"This course combines information systems concepts and accounting issues.  In this course, we discuss the conceptual foundations of information systems, their applications, the control and auditing of accounting information systems, and the system development process. Topics include the business process, e-business, relational database, database design, computer fraud and security, accounting cycle, system analysis and AIS development strategies. Students analyze accounting information systems topics through problem solving, group projects, presentations, exams, and case studies.",LEC,,Prerequisites:  ACCT-603 or equivalent course.,FALL-SPRNG,3,,,,,,,,,,,
SCB,ACCT,704,100070,Corporate Financial Reporting I,A comprehensive exposure at an intermediate level to financial accounting theory and practice under U.S. Generally Accepted Accounting Principles.  Emphasis is placed on applying underlying accounting theory to complex accounting and reporting problems.  The effects of alternative accounting methods are considered.  International Financial Reporting Standards are introduced as they relate to course subject matter.,LEC,,Prerequisites:  ACCT-603 or equivalent course.,SPRING,3,,,,,,,,,,,
SCB,ACCT,705,112333,Corporate Financial Reporting II,"Continuation of Corporate Continuation of Corporate Financial Reporting I with emphasis on equity and special measurement and reporting problems.  Topics include liabilities and contingencies, stockholders’ equity,  earnings per share, pensions, leases, revenue recognition, income tax accounting, and the statement of cash flows. International Financial Reporting Standards are introduced as they relate to course subject matter.",LEC,,Prerequisites:  ACCT-704 or equivalent course.,FALL,3,,,,,,,,,,,
SCB,ACCT,706,109942,Cost Management,"The development and use of cost data for external reporting and internal cost management (planning and control). Topics include job costing, process costing, joint product costing, cost reassignments, standard costs, activity-based costing, decentralization and transfer pricing, and cost variances. Consideration is given to manufacturing, service and retail organizations.",LEC,,Prerequisites:  ACCT-603 or equivalent course.,SPRING,3,,,,,,,,,,,
SCB,ACCT,707,113478,Advanced Accounting,"Study of the application of generally accepted accounting principles and international financial reporting standards to business enterprises, including corporations with investments in subsidiaries, domestic and international, and partnerships.  Issues involving consolidated financial statements, including international topics, are considered. Also examined are objectives for not-for-profit and governmental entities, and how these objectives affect their financial accounting and reporting.",LEC,,Prerequisites: ACCT-705 or equivalent course.,SPRING,3,,,,,,,,,,,
SCB,ACCT,708,100045,Auditing and Professional Responsibility,"A study of the legal, ethical, and technical environment in which the auditor works.  Current auditing theory, standards, procedures, and techniques are studied.  The audit process is studied to ascertain how it leads to the development of an audit opinion.",LEC,,Prerequisites:  ACCT-704 or equivalent course.,SPRING,3,,,,,,,,,,,
SCB,ACCT,709,109943,Basic Taxation,A basic introductory course in federal income taxation. Emphasis is on taxation of individuals and sole proprietorships. Topics include income measurement and deductibility of personal and business expenses.,LEC,,Prerequisites:  ACCT-603 or equivalent course.,SP-SU,3,,,,,,,,,,,
SCB,ACCT,710,100062,Tax Analysis and Strategy,"A continuation of Basic Taxation. Emphasis is on taxation of business entities, as well as estate and gift taxation and planning. Students use technology to prepare complex returns and to research tax issues. Tax analysis and planning are integrated throughout.",LEC,,Prerequisites: ACCT-709 or equivalent course.,FALL,3,,,,,,,,,,,
SCB,ACCT,711,114871,Internal Auditing,"Course explores the role of the internal audit function in the management of companies. Topics include internal vs. external auditing, internal control issues, reliability and integrity of information; compliance with policies, procedures, laws and regulations; efficiency of operations. Ethical considerations affecting the internal audit function are introduced.",LEC,,Prerequisites:  ACCT-603 or equivalent course.,FALL,3,,,,,,,,,,,
SCB,ACCT,738,112946,Information Systems Auditing and Assurance Services,"An examination of the unique risks, controls, and assurance services resulting from and related to auditing financial information systems with an emphasis on enterprise resource systems.",LEC,,Prerequisites: ACCT-705 or equivalent course.  Pre- or Corequisites: ACCT-708 or equivalent course.,SPRING,3,,,,,,,,,,,
SCB,ACCT,740,114872,Comparative Financial Statement Analysis,This course is designed to prepare students to interpret and analyze financial statements effectively. Explores in greater depth some of the financial reporting topics introduced in the core accounting course and includes a discussion of International Financial Reporting Standards.,LEC,,Prerequisites:  ACCT-603 and FINC-721 or equivalent courses.,FALL,3,,,,,,,,,,,
SCB,ACCT,741,200014,Cases in Forensic and Fraud Examination,Overview of the nature of occupational fraud and how it is committed including an introduction to the actions that can be taken to determine the presence of occupational fraud and procedures that can be implemented to deter fraud. Also covered is the proper manner in which allegations of fraud should be investigated and documented to meet the requirements of civil/criminal court procedure. Course is principally taught through case study.,LEC,,Prerequisites:  ACCT-603 or equivalent course.,,3,,,,,,,,,,,
SCB,ACCT,758,100052,Seminar in Accounting,"Special topics seminars offer an in-depth examination of current events, issues and problems unique to accounting.  Specific topics will vary depending upon student and faculty interest and on recent events in the business world.  Seminar topics for a specific semester will be announced prior to the course offering.  These seminars may be repeated for credit since topics normally vary from semester to semester.(Depends on topic)",LEC,,,,3,Department Consent Required,,,,,,,,,,
SCB,ACCT,790,201369,Field Exam Prep,All MS-Accounting students will take a field exam at the end of their program. This course provides basic help to students taking this exam. Note: all required courses in the MS- Accounting program.,CMP,,ACCT-MBA or ACCT-MS,FA-SP-SU,0,,,,,,,,,,,
SCB,ACCT,794,109947,Cost Management in Technical Organizations,"A first course in accounting for students in technical disciplines. Topics include the distinction between external and internal accounting, cost behavior, product costing, profitability analysis, performance evaluation, capital budgeting, and transfer pricing.  Emphasis is on issues encountered in technology intensive manufacturing organizations.  *Note: This course is not intended for Saunders College of Business students.",LEC,,Enrollment in this course requires permission from the department offering the course.,SPRING,3,Department Consent Required,,,,,,,,,,
SCB,ACCT,795,113182,Financial Accounting Theory and Research,"This course examines the theoretical concepts, definitions, and models espoused in the accounting literature and relevant to analyzing various contemporary issues in financial accounting and reporting.  It also considers the historical development of accounting standards, contemporary issues in financial reporting including international standards, and research methods used to determine the appropriate methods to comply with accounting standards.  Course requires writing and student presentations.",LEC,,Prerequisites: ACCT-705 or equivalent course.,SPRING,3,,,,,,,,,,,
SCB,ACCT,799,107579,Independent Study Accounting,The student will work independently under the supervision of a faculty advisor.,IND,,Enrollment in this course requires permission from the department offering the course.,FA-SP-SU,3,Department Consent Required,,,,,,,,,,
SCB,ACCT,801,108070,Accounting and Organizational Goals,"This course provides an understanding of how accounting helps organizations achieve their goals. Special emphasis is given to the resolution of controversial accounting issues within the context of a firm's goals. Topics include standards and practices of financial reporting, financial statements, inventories, long-term assets, bonds and other liabilities, and stockholders' equity.",LEC,,This class is restricted to degree-seeking graduate students or those with permission from instructor.,FALL,2,,,,,,,,,,,
SCB,ACCT,802,106353,Managerial Accounting,Managerial Accounting emphasizes identifying and applying the techniques used by managerial accountants to measure the cost of goods and services produced by the firm.  The course focuses on understanding how managerial accounting is used to help organizations achieve their goals.,LEC,,Prerequisites: ACCT-801 or equivalent course.,FALL,2,,,,,,,,,,,
SCB,BLEG,200,100091,Business Law I,"An introduction to legal principles and their relationship to business organizations.  Explores the U.S. legal system, the U.S. court system, civil and criminal procedure, the role of government agencies, legal research, and the substantive areas of law most relevant to business, including constitutional law, tort law, criminal law, contract law, intellectual property, debtor-creditor relations, bankruptcy, business entities, securities regulation, and antitrust law.",LEC,,This course is available to RIT degree-seeking undergraduate students.,FA-SP-SU,3,,,,,,,,,,,
SCB,BLEG,300,100089,Business Law II,"Explores the impact of the Uniform Commercial Code and other substantive areas of law on business operations.  Emphasis is on topics included on the certified public accounting exam, including provisions of the Uniform Commercial Code dealing with the sale and lease of goods, product warranties, commercial paper, negotiable instruments and secured transactions.  Other topics include business entities, creditors' rights, bankruptcy, environmental law, and insurance law.",LEC,,Prerequisites: BLEG-200 or equivalent course.,FALL-SPRNG,3,,,,,,,,,,,
SCB,BLEG,489,110753,Seminar in  Business Law,"Advanced study of business and legal topics reflecting contemporary issues and/or current technological advancements impacting the understanding of taxation, business, and legal issues in organizations.  Seminar topics may range from international intellectual property rights to interactivity between taxation, law, and ethics.  Topical coverage for a particular semester will be announced prior to the course offering.",LEC,,This course requires permission of the Instructor to enroll.,FALL-SPRNG,3,Instructor Consent Required,,,,,,,,,,
SCB,BLEG,612,114873,Legal and Accounting Issues for New Ventures,"An introduction to basic legal and accounting issues that managers and developers of new business ventures must understand at the outset. Topics include financial statements prepared using both the cash basis and GAAP, differences among basic legal forms of business organization and related income tax issues, budgeting and cash flow management, and product costing. The focus is on understanding the legal and accounting components of the business plan.",LEC,,,SPRING,3,,,,,,,,,,,
SCB,BLEG,730,100189,Business Legal Concepts,"An introduction to legal principles and their relationship to business organizations.  Explores the U.S. legal system, the U.S. court system, civil and criminal procedure, the role of government agencies, legal research, and the substantive areas of law most relevant to business, including constitutional law, tort law, criminal law, contract law, intellectual property, debtor-creditor relations, bankruptcy, business entities, securities regulation and antitrust law.  Extensive legal research projects are an essential part of the course.",LEC,,This class is restricted to degree-seeking graduate students or those with permission from instructor.,SPRING,3,,,,,,,,,,,
SCB,BLEG,731,100181,Commercial Law and Professional Skills,"Explores the impact of the Uniform Commercial Code and other substantive areas of law on business operations.  Emphasis is on topics included on the certified public accounting exam, including provisions of the Uniform Commercial Code dealing with the sale and lease of goods, product warranties, commercial paper, negotiable instruments and secured transactions.  Other topics include business entities, creditors' rights, bankruptcy, and insurance law. A research project on legal issues is an important aspect of this course.",LEC,,Prerequisites: BLEG-730 or equivalent course.,FALL,3,,,,,,,,,,,
SCB,BLEG,745,113311,Legal and Ethical Issues in Technology-intensive Environments,"The course confronts graduate students with a wide variety of legal and ethical issues in organizational environments that are technologically intensive, such as information technology and the life sciences. Impacts of intellectual property legislation and legal cases in national and international venues are investigated. Legal and social issues involving individual privacy are argued.  This exposure to legal and ethical dilemmas is an important tool as the graduates encounters such situations throughout their careers.  Coupled with technical proficiency, the ability to deal with legal and ethical issues shapes professional successes and failures.",LEC,,This class is restricted to degree-seeking graduate students or those with permission from instructor.,FALL-SPRNG,3,,,,,,,,,,,
SCB,BLEG,758,109476,Seminar in Business Legal Studies,"Special topics seminars offer an in-depth examination of current events, issues and problems unique to Business Legal Studies.  Specific topics will vary depending upon student and faculty interests and on recent events in the business world.  Seminar topics for a specific semester will be announced prior to the course offering.  These seminars may be repeated for credit since topics will normally vary from semester to semester.",LEC,,,,3,,,,,,,,,,,
SCB,DECS,225,100341,Management Science,"A survey of quantitative approaches to decision making.  Topics include formulation and solution of linear programming models, decision analysis and simulation.  Involves use of computer software.",LEC,,Prerequisites: STAT-145 or equivalent course.,,3,,,,,,,,,,,
SCB,DECS,310,100367,Operations Management,"A survey of operations and supply chain management that relates to both service- and goods- producing organizations.  Topics include operations and supply chain strategies; ethical behavior; forecasting; product and service design, including innovation and sustainability; capacity and inventory management; lean operations; managing projects; quality assurance; global supply chains; and the impacts of technology.",LEC,,Prerequisites: STAT-145 or MATH-251 or MATH-252 or equivalent course and 3rd year standing.,FA-SP-SU,3,,,,,,,,,,,
SCB,DECS,350,109741,Project Management,"A study of the concepts and applications of project management.  This course covers the organization and management of projects, including the role and responsibilities of the project manager, team responsibilities, tools and techniques for project planning, budgeting, and control, work breakdown, risk assessment, and project termination.  The learning environment will include lectures and discussion, group exercises, case studies, and examinations.",LEC,,This class is restricted to undergraduate students with at least 3rd year standing.,,3,,,,,,,,,,,
SCB,DECS,435,109938,Supply Chain Management Fundamentals,"This course introduces the basic concepts in supply chain management fundamentals as well as strategies and practice, and examines important managerial issues.  Topics covered include forecasting, inventory management, third-party logistics, partnering, contracts, event management and conflict resolution, e-business, and strategy.",LEC,,Prerequisites:  DECS-310 or equivalent course.,,3,,,,,,,,,,,
SCB,DECS,445,109991,Managing Supplier Relations,"This course introduces students to the subject of managing supplier relations and purchasing activities.  Topics covered include supplier selection, vendor pricing, materials quality control, value analysis, make-or-buy, speculation and hedging, and international sourcing as well as the legal and ethical constraints faced by purchasing practitioners.",LEC,,This class is restricted to undergraduate students with at least 3rd year standing.,,3,,,,,,,,,,,
SCB,DECS,489,109791,Seminar in Decision Science,"Special topics seminars offer an in-depth examination of current events, issues and problems unique to Decision Science.  Specific topics will vary depending upon student and faculty interests and on recent events in the business world.  Seminar topics for a specific semester will be announced prior to the course offering.  These seminars may be repeated for credit since topics will normally vary from semester to semester.",LEC,,This course is available to RIT degree-seeking undergraduate students.,,3,,,,,,,,,,,
SCB,DECS,499,100373,Decision Science Co-op,One semester of paid work experience in Decision Science,COP,,This class is restricted to undergraduate students with at least 3rd year standing.,FA-SP-SU,0,Department Consent Required,Department Consent Required,,,,,,,,,
SCB,DECS,599,107578,Independent Study Decision Sciences,The student will work independently under the supervision of a faculty advisor. (Instructor approval),IND,,Enrollment in this course requires permission from the department offering the course.,FA-SP-SU,3,Department Consent Required,,,,,,,,,,
SCB,DECS,743,100200,Operations and Supply Chain Management,"Study of the management of operations and supply chain management. Encompasses both manufacturing and services.  Topics include operations and supply chain strategy, ethical behavior, forecasting; work systems, inventory management, capacity and materials planning, lean operation, supply chain design and closed-loop supply chains, global operations, quality management, quality control, and quality improvement, project management; and current issues.",LEC,,This class is restricted to degree-seeking graduate students or those with permission from instructor.,FA-SP-SU,3,,,,,,,,,,,
SCB,DECS,744,100415,Project Management,"A study in the principles of project management and the application of various tools and techniques for project planning and control.  This course focuses on the leadership role of the project manager, and the roles and responsibilities of the team members.  Considerable emphasis is placed on statements of work and work breakdown structures.  The course uses a combination of lecture/discussion, group exercises, and case studies.",LEC,,This class is restricted to degree-seeking graduate students or those with permission from instructor.,FALL-SPRNG,3,,,,,,,,,,,
SCB,DECS,745,110015,Quality Control and Improvement,"Study of total quality management (TQM), including Deming’s philosophy, Six Sigma, quality planning, quality cost principles, problem-solving methods and tools, the use of statistical methods for quality control and improvement, supplier relations,  and recent developments in quality.  The course focus is on the management and continuous improvement of quality and efficiency in manufacturing and service organizations.",LEC,,Prerequisites: DECS-782 or equivalent course.,SPRING,3,,,,,,,,,,,
SCB,DECS,758,100398,Seminar in Decision Sciences,"Special topics seminars offer an in-depth examination of current events, issues and problems unique to Decision Science.  Specific topics will vary depending upon student and faculty interests and on recent events in the business world.  Seminar topics for a specific semester will be announced prior to the course offering.  These seminars may be repeated for credit since topics will normally vary from semester to semester. (instructor-determined)",LEC,,,,3,,,,,,,,,,,
SCB,DECS,782,110000,Statistical Analysis for Decision Making,"This is a course in applied statistics emphasizing an understanding of variation and inference (estimation and testing).  Topics to be covered include: review of descriptive statistics, normal distribution, sampling distributions, estimation, test of hypothesis for single and two populations, analysis of variance (ANOVA), linear regression, multiple regression and model building.  Students will apply these concepts using mini-cases and problem sets that involve both structured and unstructured data sets.  The application of appropriate tools will be required.",LEC,,This class is restricted to degree-seeking graduate students or those with permission from instructor.,FA-SP-SU,3,,,,,,,,,,,
SCB,DECS,799,107604,Independent Study Decision Sciences,The student will work independently under the supervision of a faculty advisor. (Instructor approval),IND,,Enrollment in this course requires permission from the department offering the course.,FA-SP-SU,3,Department Consent Required,,,,,,,,,,
SCB,DECS,810,106865,Statistical Analysis for Managers,"This course introduces concepts for interpreting and analyzing data as a tool for assisting managers in making complex business decisions.  Topics to be covered include: review of descriptive statistics, normal distribution, sampling distributions, estimation, test of hypothesis for single and two populations, linear regression, multiple regression and model building.  The application of appropriate statistical tools will be required.",LEC,,This class is restricted to degree-seeking graduate students or those with permission from instructor.,FALL,2,,,,,,,,,,,
SCB,DECS,864,112988,Systems Support for Operations,"This course focuses on the application of information technology to gain greater efficiency and effectiveness from operational and managerial processes and systems.  The conceptual foundations of operations, supply chain management and information technology are surveyed and contemporary approaches analyzed from a managerial perspective.",LEC,,,SUMMER,2,,,,,,,,,,,
SCB,DECS,875,112986,Business Simulation,"Teams of students manage a company in a computer simulated oligopoly industry, competing against companies managed by other student teams.  The overall purpose of the Business Simulation course is to: enhance the participant's ability to make effective business decisions; encourage cross-functional thinking; foster strategic and systems thinking; and enhance team building and reinforce continuous improvement opportunities.",LEC,,Prerequisites: MGMT-818 and FINC-845 or equivalent courses.,SUMMER,2,,,,,,,,,,,
SCB,ESCB,705,111883,Economics and Decision Modeling,"The course focuses on the fundamental economic theories most useful for the management of a firm in a global environment. Microeconomic theories and current events are used to explain the performance of the market system and help managers formulate effective pricing and business decisions. Macroeconomic theories and current events are used to explain the direction of the domestic and global economy to help managers understand the implications, including foreign direct investment, for their companies. Students will learn to explain and predict changes in economic growth, inflation, interest rates, international trade and foreign exchange rates.",LEC,,This class is restricted to degree-seeking graduate students or those with permission from instructor.,FA-SP-SU,3,,,,,,,,,,,
SCB,ESCB,711,110009,Microeconomics,"Microeconomics introduces the principles of economic analysis as applied to micro decisions to determine how an organization can achieve its aims most efficiently. This course applies statistical and quantitative tools and the methodological approaches commonly used by economists to business problems as demand estimation, product pricing, profit maximizing level of output, cost minimizing level of input use, and forecasting. (ESCB-705 or two previous economics courses, one in microeconomics and one in macroeconomics with a grade of B or better.)",LEC,,This class is restricted to degree-seeking graduate students or those with permission from instructor.,SPRING,3,,,,,,,,,,,
SCB,ESCB,712,100240,Macroeconomics,"This is an intermediate macroeconomics course with a focus on the relationship between economic performance and financial markets in a global environment.  A framework of product and money market equilibrium is developed that recognizes all economies are linked through international markets for goods, services, and capital. Open-economy models are developed to explain economic growth, inflation, interest rates, foreign exchange rates, trade balances, and the attractiveness of an economy for business investment. (ESCB-705 or two previous economics courses, one in microeconomics and one in macroeconomics with a grade of B or better.)",LEC,,This class is restricted to degree-seeking graduate students or those with permission from instructor.,FALL,3,,,,,,,,,,,
SCB,ESCB,758,100303,Seminar in Economics,"Special topics seminars offer an in-depth examination of current events, issues and problems unique to economics.  Specific topics will vary depending upon student and faculty interests and on recent events in the business world.  Seminar topics for a specific semester will be announced prior to the course offering.  These seminars may be repeated for credit since topics will normally vary from semester to semester. (Instructor determined)",LEC,,,FALL-SPRNG,3,,,,,,,,,,,
SCB,ESCB,799,104293,Independent Study Economics,The student will work independently under the supervision of a faculty advisor. *Note: Instructor approval,IND,,This course requires permission of the Instructor to enroll.,FA-SP-SU,3,Instructor Consent Required,,,,,,,,,,
SCB,ESCB,840,112969,Microeconomics & Pricing,"This course introduces microeconomic concepts and how they can be employed to examine business decisions such as pricing under conditions of uncertainty.  Models and applications are employed that describe the efficient allocation of resources within a firm. Topics include supply and demand, consumer behavior, production, cost and pricing.",LEC,,This class is restricted to degree-seeking graduate students or those with permission from instructor.,FALL,2,,,,,,,,,,,
SCB,ESCB,841,107891,Macroeconomics,"Fundamental macroeconomic theories will be examined to explain and predict changes in economic growth, employment, inflation, consumer spending, business investment, and foreign trade.  Financial markets, domestic and foreign, will be examined to understand changes in interest rates and exchange rates.  The likely affects of government spending, taxes, and Federal Reserve Bank policies on the economy and business will be evaluated.",LEC,,This class is restricted to degree-seeking graduate students or those with permission from instructor.,FALL,2,,,,,,,,,,,
SCB,FINC,120,111354,Personal Financial Management,"Examines financial decisions people must make in their personal lives. Covers personal taxation, housing and mortgages, consumer credit, insurance (including life, health, property and casualty) and retirement and estate planning. Also reviews the common financial investments made by individuals, including stocks, bonds, money market instruments and mutual funds. This class involves extensive use of the Internet for access to information.  (Students in the Finance Program may use this course only as a free elective, not as a course creditable towards the Finance Program.)",LEC,,This course is available to RIT degree-seeking undergraduate students.,FA-SP-SU,3,,,,,,,,,,,
SCB,FINC,220,107729,Corporate Finance,"Basic course in financial management. Covers business organization, time value of money, valuation of securities, capital budgeting decision rules, risk-return relation, Capital Asset Pricing Model, financial ratios, global finance and working capital management.",LEC,,Prerequisites: (ECON-101 or ECON-201) and ACCT-110 and (STAT-145 or STAT-251 or CQAS-251 or MATH-251 or MATH-252 or STAT-205) or equivalent courses.,FA-SP-SU,3,,,,,,,,,,,
SCB,FINC,352,107762,Managing Assets and Liabilities,"Advanced course in financial management.  Covers project cash-flow analysis, issuance of securities, cost of capital, debt policy, dividend policy, and market efficiency.",LEC,,Prerequisites: FINC-220 or equivalent course.,FA-SP-SU,3,,,,,,,,,,,
SCB,FINC,359,112262,Financing New Ventures,"The course focuses on financial issues affecting an entrepreneur. The course emphasizes, identifies and follows the wealth creation cycle.   The wealth creation cycle begins with an idea for a good, product or service, progresses to an initial company startup, passes through successive stages of growth, considers alternative approaches to resource financing, and ends with harvesting the wealth created through an initial public offering, merger or sale.  Identification and valuation of business opportunities, how and from whom entrepreneurs raise funds, how financial contracts are structured to both manage risk and align incentives, and alternative approaches by which entrepreneurs identify exit strategies are reviewed.",LEC,,This class is restricted to undergraduate students with at least 3rd year standing.,FALL-SPRNG,3,,,,,,,,,,,
SCB,FINC,361,113458,Financial Institutions and Markets,"This course provides a comprehensive survey of the major financial markets and institutions in the U.S. and abroad.  This course analyzes the important structural features of the major markets and notes the interaction of the financial markets with the decisions of financial institutions, corporations, and the government.",LEC,,Prerequisites: FINC-220 or equivalent course.,FALL-SPRNG,3,,,,,,,,,,,
SCB,FINC,362,107784,Intermediate Investments,"Focuses on the financial investment problems faced by individuals and institutions. Theoretical topics include asset pricing, hedging and arbitrage. Application topics include risk management in bond-and-stock portfolio context. A discussion of options, futures and swaps also is included.",LEC,,Prerequisites: FINC-220 or equivalent course.,FALL-SPRNG,3,,,,,,,,,,,
SCB,FINC,399,201153,Finance PT Co-op,Half semester of paid work experience in Finance,COP,,This class is restricted to undergraduate students with at least 3rd year standing.,FA-SP-SU,0,Department Consent Required,Department Consent Required,,,,,,,,,
SCB,FINC,420,100269,Finance in a Global Environment,"Discusses the problems posed by the international financial environment in which corporations operate. In particular, students learn to quantify and manage risks arising from shifting exchange rates. Other topics include exchange rate systems, international trade finance, international capital budgeting, country risk analysis and long-term international financing.",LEC,,Prerequisites: FINC-220 or equivalent course.,SUMMER,3,,,,,,,,,,,
SCB,FINC,430,113138,Advanced Corporate Financial Planning,"This course focuses on strategic financial management of the corporation.  It employs pedagogies that emphasize analysis and evaluation of applied financial problems.  Topics include working capital management, financial statement analysis, valuation, capital budgeting decisions, and risk management.",LEC,,Prerequisites: FINC-352 or equivalent course.,SPRING,3,,,,,,,,,,,
SCB,FINC,460,109733,Financial Analysis and Modeling,"In this course, students learn to obtain and organize financial data and conduct financial analysis such as discounted cash flow analysis, risk analysis and financial forecasting. Sources of data include web-based sources and proprietary databases. Excel will be the main software tool.",LEC,,Prerequisites: FINC-352 or equivalent course.,FALL-SPRNG,3,,,,,,,,,,,
SCB,FINC,470,108637,Introduction to Options and Futures,"This course explores risk management from the viewpoint of a finance professional.  The primary tools used are derivative instruments such as options, futures and swaps.  Students learn about the basic features of derivative instruments: how to value them, how they are traded, and how to use them to mitigate various types of financial risk.",LEC,,Prerequisites: FINC-220 or equivalent course.,FALL-SPRNG,3,,,,,,,,,,,
SCB,FINC,488,201173,Finance Co-op Summer,One summer semester of paid work experience in Finance.,COP,,This class is restricted to undergraduate students with at least 3rd year standing.,SUMMER,0,Department Consent Required,Department Consent Required,,,,,,,,,
SCB,FINC,489,112868,Seminar in Finance,"Special topics seminars offer an in-depth examination of current events, issues and problems unique to finance.  Specific topics will vary depending upon student and faculty interests and on recent events in the business world.  Seminar topics for a specific semester will be announced prior to the course offering.  These seminars may be repeated for credit since topics will normally vary from semester to semester.  (Instructor determined)",LEC,,This course is available to RIT degree-seeking undergraduate students.,,3,,,,,,,,,,,
SCB,FINC,499,100281,Finance Co-op,One semester of paid work experience in Finance,COP,,This class is restricted to undergraduate students with at least 3rd year standing.,FA-SP-SU,0,Department Consent Required,Department Consent Required,,,,,,,,,
